createdon,OrderAmount
5-24-21 22:49,1283
5-25-21 6:46,770
5-25-21 8:01,520
5-25-21 12:30,725
5-25-21 13:17,671
5-25-21 13:53,539
5-25-21 14:22,200
5-25-21 15:54,1
5-25-21 16:09,515
5-25-21 16:56,69
5-25-21 17:46,99
5-25-21 17:47,1109
5-25-21 18:24,435
5-25-21 19:43,140
5-25-21 20:32,820
5-25-21 20:46,502
5-25-21 21:41,1281
5-25-21 23:35,118
5-26-21 1:26,625
5-26-21 8:39,639
5-26-21 12:21,332
5-26-21 13:07,909
5-26-21 14:25,507
5-26-21 15:31,684
5-26-21 19:01,1230
5-26-21 21:04,539
5-26-21 22:06,505
5-27-21 0:55,313
5-27-21 10:09,380
5-27-21 13:39,292
5-27-21 16:44,874
5-27-21 17:54,581
5-27-21 19:56,717
5-27-21 20:39,582
5-27-21 22:19,634
5-27-21 23:06,639
5-28-21 2:09,554
5-28-21 9:15,628
5-28-21 10:04,521
5-28-21 17:15,357
5-28-21 21:29,504
5-28-21 22:13,509
5-29-21 8:11,513
5-29-21 8:24,1110
5-29-21 9:22,737
5-29-21 10:28,144
5-29-21 11:16,524
5-29-21 13:52,1763
5-29-21 15:52,509
5-29-21 16:08,170
5-29-21 16:32,172
5-29-21 17:05,59
5-29-21 17:10,55
5-29-21 17:24,74
5-29-21 17:31,547
5-29-21 17:41,42
5-29-21 17:59,83
5-29-21 18:20,511
5-29-21 18:57,625
5-29-21 19:00,122
5-29-21 19:05,201
5-29-21 21:15,506
5-29-21 21:43,86
5-29-21 21:56,402
5-29-21 22:50,681
5-29-21 22:53,67
5-29-21 23:00,50
5-29-21 23:20,501
5-30-21 0:21,35
5-30-21 0:28,85
5-30-21 0:38,49
5-30-21 0:48,49
5-30-21 6:34,504
5-30-21 7:20,646
5-30-21 8:05,156
5-30-21 8:16,214
5-30-21 10:12,513
5-30-21 10:17,49
5-30-21 12:03,92
5-30-21 12:11,505
5-30-21 12:39,577
5-30-21 12:39,1335
5-30-21 12:47,49
5-30-21 12:48,507
5-30-21 12:51,548
5-30-21 13:21,95
5-30-21 14:33,50
5-30-21 15:00,660
5-30-21 15:22,520
5-30-21 15:42,631
5-30-21 15:55,152
5-30-21 16:21,537
5-30-21 16:33,809
5-30-21 18:43,1510
5-30-21 19:40,283
5-30-21 22:14,782
5-31-21 7:40,635
5-31-21 7:43,1200
5-31-21 9:38,275
5-31-21 21:28,504
6-1-21 13:13,118
6-1-21 14:00,49
6-1-21 14:13,629
6-1-21 14:30,898
6-1-21 15:16,49
6-1-21 16:41,73
6-1-21 17:13,106
6-1-21 17:19,517
6-1-21 17:21,501
6-1-21 17:37,807
6-1-21 18:09,76
6-1-21 18:12,67
6-1-21 19:07,180
6-1-21 19:18,167
6-1-21 20:05,156
6-1-21 20:39,1084
6-1-21 21:57,151
6-1-21 22:03,49
6-1-21 23:55,254
6-2-21 1:37,512
6-2-21 8:02,512
6-2-21 8:07,72
6-2-21 8:33,628
6-2-21 8:58,660
6-2-21 9:02,560
6-2-21 9:11,215
6-2-21 10:01,540
6-2-21 10:20,534
6-2-21 11:03,60
6-2-21 11:12,72
6-2-21 12:08,106
6-2-21 13:23,49
6-2-21 13:39,611
6-2-21 14:32,161
6-2-21 14:43,381
6-2-21 14:58,643
6-2-21 15:33,759
6-2-21 16:52,57
6-2-21 17:24,176
6-2-21 17:52,256
6-2-21 18:13,28
6-2-21 19:42,533
6-2-21 19:43,101
6-2-21 21:31,65
6-2-21 21:55,330
6-2-21 23:39,54
6-3-21 1:36,512
6-3-21 1:43,551
6-3-21 8:03,598
6-3-21 12:50,140
6-3-21 13:26,563
6-3-21 13:55,347
6-3-21 14:57,503
6-3-21 15:00,49
6-3-21 15:00,264
6-3-21 16:28,522
6-3-21 16:31,513
6-3-21 17:41,150
6-3-21 17:48,49
6-3-21 18:46,647
6-3-21 18:50,42
6-3-21 19:57,503
6-3-21 20:06,166
6-3-21 20:16,49
6-3-21 22:02,503
6-3-21 23:01,512
6-4-21 0:02,164
6-4-21 0:04,535
6-4-21 0:42,597
6-4-21 4:14,49
6-4-21 7:05,558
6-4-21 8:05,185
6-4-21 9:01,548
6-4-21 10:01,520
6-4-21 10:27,590
6-4-21 12:04,543
6-4-21 14:47,49
6-4-21 15:39,705
6-4-21 16:20,28
6-4-21 17:16,514
6-4-21 17:32,198
6-4-21 17:51,249
6-4-21 18:24,171
6-4-21 18:29,633
6-4-21 20:01,505
6-4-21 20:47,625
6-4-21 21:04,516
6-4-21 21:11,86
6-4-21 21:58,507
6-4-21 21:59,1984
6-4-21 23:04,590
6-4-21 23:41,521
6-5-21 8:56,257
6-5-21 9:15,194
6-5-21 9:53,939
6-5-21 10:11,1266
6-5-21 10:15,506
6-5-21 10:27,286
6-5-21 10:44,513
6-5-21 11:31,190
6-5-21 11:44,542
6-5-21 12:54,84
6-5-21 13:30,90
6-5-21 14:02,541
6-5-21 14:03,843
6-5-21 14:56,513
6-5-21 16:53,98
6-5-21 18:27,1605
6-5-21 20:50,60
6-5-21 20:52,49
6-5-21 21:14,777
6-5-21 21:24,47
6-5-21 21:50,527
6-6-21 8:01,1175
6-6-21 8:08,593
6-6-21 8:35,257
6-6-21 10:48,1050
6-6-21 13:38,582
6-6-21 13:58,511
6-6-21 14:49,257
6-6-21 15:23,174
6-6-21 15:24,541
6-6-21 18:01,713
6-6-21 18:24,706
6-6-21 18:38,224
6-6-21 18:48,1007
6-6-21 19:58,182
6-6-21 20:56,622
6-6-21 22:56,111
6-7-21 9:47,505
6-7-21 10:04,647
6-7-21 11:42,666
6-7-21 11:56,111
6-7-21 12:16,605
6-7-21 12:33,368
6-7-21 12:43,511
6-7-21 12:46,590
6-7-21 12:57,504
6-7-21 13:59,505
6-7-21 14:24,629
6-7-21 15:25,111
6-7-21 16:48,209
6-7-21 16:54,1130
6-7-21 17:51,426
6-7-21 18:22,111
6-7-21 18:38,111
6-7-21 19:10,143
6-7-21 19:15,111
6-7-21 19:47,111
6-7-21 20:58,266
6-7-21 21:14,603
6-8-21 8:54,513
6-8-21 13:37,284
6-8-21 13:37,904
6-8-21 16:34,507
6-8-21 19:04,133
6-8-21 19:26,241
6-8-21 20:11,597
6-8-21 21:15,502
6-8-21 21:38,111
6-9-21 0:02,174
6-9-21 2:53,50
6-9-21 3:10,111
6-9-21 9:37,502
6-9-21 11:30,111
6-9-21 12:16,818
6-9-21 13:21,111
6-9-21 14:08,111
6-9-21 16:05,111
6-9-21 17:47,563
6-9-21 20:40,111
6-9-21 21:16,612
6-9-21 22:08,111
6-9-21 22:15,548
6-9-21 22:29,111
6-10-21 0:40,111
6-10-21 11:33,561
6-10-21 12:28,169
6-10-21 13:20,88
6-10-21 13:23,48
6-10-21 13:24,52
6-10-21 13:31,514
6-10-21 13:49,671
6-10-21 14:42,525
6-10-21 17:22,550
6-10-21 17:23,297
6-10-21 17:56,548
6-10-21 19:06,505
6-10-21 22:06,765
6-11-21 8:34,286
6-11-21 10:19,505
6-11-21 10:28,95
6-11-21 11:30,161
6-11-21 11:41,2807
6-11-21 11:53,510
6-11-21 12:34,629
6-11-21 13:11,338
6-11-21 13:28,1270
6-11-21 19:07,678
6-11-21 22:02,1177
6-12-21 8:54,509
6-12-21 10:13,520
6-12-21 10:48,4406
6-12-21 15:20,578
6-12-21 16:25,535
6-12-21 17:51,155
6-12-21 18:00,44
6-12-21 20:16,147
6-12-21 20:43,527
6-12-21 21:35,541
6-12-21 21:40,517
6-12-21 21:42,630
6-12-21 22:39,741
6-13-21 8:22,889
6-13-21 8:31,1080
6-13-21 11:42,611
6-13-21 11:52,1649
6-13-21 13:59,643
6-13-21 15:21,526
6-13-21 16:10,1054
6-13-21 22:33,1355
6-13-21 23:02,639
6-14-21 6:10,134
6-14-21 9:45,210
6-14-21 10:56,556
6-14-21 14:17,632
6-14-21 16:54,557
6-14-21 17:53,145
6-14-21 18:52,504
6-14-21 20:36,530
6-14-21 20:59,272
6-15-21 0:12,124
6-15-21 9:18,984
6-15-21 10:26,556
6-15-21 11:45,77
6-15-21 12:11,27
6-15-21 13:03,2270
6-15-21 13:10,340
6-15-21 13:47,515
6-15-21 13:59,195
6-15-21 17:40,2881
6-15-21 21:43,174
6-15-21 23:03,652
6-16-21 10:31,119
6-16-21 10:52,82
6-16-21 11:23,338
6-16-21 11:31,127
6-16-21 12:00,55
6-16-21 13:22,515
6-16-21 15:54,503
6-16-21 16:21,948
6-16-21 16:34,950
6-16-21 19:35,512
6-16-21 20:01,521
6-16-21 20:38,438
6-17-21 7:22,645
6-17-21 10:11,534
6-17-21 10:52,1316
6-17-21 12:10,27
6-17-21 17:11,264
6-17-21 18:35,501
6-17-21 20:42,507
6-18-21 8:15,687
6-18-21 9:55,572
6-18-21 10:43,1119
6-18-21 11:28,621
6-18-21 13:11,810
6-18-21 14:56,320
6-18-21 16:30,501
6-18-21 17:42,511
6-18-21 19:03,2068
6-18-21 22:41,509
6-19-21 9:00,557
6-19-21 13:06,185
6-19-21 15:52,400
6-19-21 17:36,230
6-19-21 18:01,506
6-19-21 18:04,473
6-20-21 1:09,228
6-20-21 11:32,239
6-20-21 11:33,53
6-20-21 12:30,661
6-20-21 12:49,534
6-20-21 18:49,523
6-20-21 21:09,547
6-20-21 21:24,576
6-20-21 22:11,598
6-20-21 22:11,632
6-21-21 0:47,61
6-21-21 8:29,27
6-21-21 9:53,526
6-21-21 11:03,203
6-21-21 12:53,113
6-21-21 14:34,333
6-21-21 16:18,512
6-21-21 18:01,464
6-21-21 18:54,506
6-21-21 19:32,702
6-22-21 9:33,237
6-22-21 11:19,513
6-22-21 12:13,515
6-22-21 19:34,626
6-22-21 21:05,529
6-22-21 23:29,503
6-23-21 10:12,507
6-23-21 12:23,629
6-23-21 13:08,208
6-23-21 13:20,504
6-23-21 14:52,261
6-23-21 15:16,550
6-23-21 16:50,280
6-23-21 17:38,525
6-23-21 19:30,620
6-23-21 21:40,232
6-23-21 22:39,732
6-24-21 9:30,205
6-24-21 12:56,136
6-24-21 13:02,644
6-24-21 22:21,178
6-24-21 22:23,187
6-24-21 23:02,1573
6-25-21 0:54,596
6-25-21 12:24,60
6-25-21 18:19,1008
6-25-21 19:44,632
6-25-21 21:05,439
6-25-21 22:11,557
6-26-21 10:46,512
6-26-21 11:06,757
6-26-21 13:23,493
6-26-21 14:09,64
6-26-21 15:28,660
6-27-21 11:45,520
6-27-21 12:56,261
6-27-21 13:07,113
6-27-21 13:39,1009
6-27-21 16:33,514
6-27-21 17:53,90
6-27-21 20:17,715
6-28-21 1:49,254
6-28-21 8:53,116
6-28-21 10:44,586
6-28-21 11:30,797
6-28-21 13:03,2726
6-28-21 15:00,505
6-28-21 15:00,74
6-28-21 16:49,1068
6-28-21 18:06,707
6-28-21 18:52,512
6-28-21 18:53,140
6-28-21 21:16,1613
6-28-21 23:42,1707
6-28-21 23:56,503
6-29-21 1:40,760
6-29-21 9:11,275
6-29-21 9:31,554
6-29-21 9:32,586
6-29-21 11:23,269
6-29-21 11:28,518
6-29-21 12:06,268
6-29-21 13:00,209
6-29-21 13:06,44
6-29-21 16:50,344
6-29-21 17:48,930
6-30-21 10:34,508
6-30-21 13:46,60
6-30-21 14:33,510
6-30-21 16:36,651
6-30-21 17:48,597
6-30-21 17:54,1531
6-30-21 18:04,355
6-30-21 18:30,365
6-30-21 18:52,169
6-30-21 23:33,553
6-30-21 23:40,736
7-1-21 0:36,144
7-1-21 9:47,412
7-1-21 10:44,167
7-1-21 12:44,128
7-1-21 18:39,120
7-1-21 18:42,55
7-1-21 21:10,1588
7-2-21 4:33,55
7-2-21 4:34,35
7-2-21 9:07,156
7-2-21 10:39,118
7-2-21 17:34,378
7-2-21 18:40,38
7-2-21 23:55,60
7-3-21 2:17,99
7-3-21 9:30,1198
7-3-21 9:32,194
7-3-21 10:26,126
7-3-21 10:33,103
7-3-21 10:42,141
7-3-21 10:43,129
7-3-21 11:27,149
7-3-21 11:30,301
7-3-21 12:27,844
7-3-21 12:32,135
7-3-21 13:15,143
7-3-21 13:17,102
7-3-21 13:25,458
7-3-21 13:49,106
7-3-21 14:34,603
7-3-21 14:49,308
7-3-21 15:02,664
7-3-21 15:19,154
7-3-21 15:39,122
7-3-21 16:15,113
7-3-21 19:27,115
7-3-21 19:38,120
7-3-21 20:39,452
7-4-21 0:05,678
7-4-21 1:12,105
7-4-21 7:48,105
7-4-21 8:28,99
7-4-21 8:37,484
7-4-21 10:05,262
7-4-21 10:10,253
7-4-21 10:19,154
7-4-21 11:19,108
7-4-21 11:38,112
7-4-21 12:48,443
7-4-21 13:17,827
7-4-21 13:35,240
7-4-21 13:50,221
7-4-21 13:57,414
7-4-21 14:11,313
7-4-21 14:24,337
7-4-21 14:42,239
7-4-21 15:00,134
7-4-21 15:10,110
7-4-21 16:07,155
7-4-21 17:24,104
7-4-21 18:31,294
7-4-21 19:48,101
7-4-21 19:48,496
7-4-21 20:09,319
7-5-21 0:05,357
7-5-21 0:30,405
7-5-21 10:38,537
7-5-21 11:26,198
7-5-21 12:37,140
7-5-21 12:41,140
7-5-21 12:47,200
7-5-21 13:11,454
7-5-21 13:14,119
7-5-21 13:35,445
7-5-21 15:57,104
7-5-21 17:07,110
7-5-21 17:54,92
7-5-21 18:04,107
7-5-21 20:49,118
7-6-21 8:51,495
7-6-21 13:53,272
7-6-21 14:15,1318
7-6-21 14:18,260
7-6-21 15:17,428
7-6-21 17:14,744
7-6-21 18:11,100
7-6-21 18:23,482
7-6-21 20:38,81
7-7-21 6:47,489
7-7-21 11:48,510
7-7-21 12:41,145
7-7-21 13:14,165
7-7-21 14:25,523
7-7-21 16:58,485
7-7-21 17:08,530
7-7-21 19:25,177
7-7-21 21:19,330
7-8-21 7:26,450
7-8-21 9:39,424
7-8-21 10:05,138
7-8-21 10:25,510
7-8-21 12:09,99
7-8-21 14:30,188
7-8-21 16:04,112
7-8-21 16:38,1202
7-8-21 16:40,547
7-8-21 16:44,155
7-8-21 18:41,106
7-8-21 19:40,603
7-8-21 23:27,501
7-9-21 7:53,184
7-9-21 8:21,511
7-9-21 9:26,117
7-9-21 10:35,510
7-9-21 12:08,307
7-9-21 12:57,351
7-9-21 14:20,427
7-9-21 14:46,277
7-9-21 15:16,306
7-9-21 15:24,381
7-9-21 16:03,188
7-9-21 16:41,1066
7-9-21 20:07,90
7-9-21 21:48,302
7-10-21 9:45,277
7-10-21 10:12,290
7-10-21 10:40,470
7-10-21 11:19,108
7-10-21 12:08,102
7-10-21 12:56,947
7-10-21 16:58,1600
7-10-21 20:04,134
7-10-21 21:34,149
7-10-21 22:35,1852
7-10-21 22:54,210
7-11-21 0:08,115
7-11-21 1:30,112
7-11-21 7:49,522
7-11-21 9:26,270
7-11-21 13:57,270
7-11-21 20:41,105
7-11-21 22:54,120
7-12-21 0:43,108
7-12-21 9:55,114
7-12-21 12:13,365
7-12-21 13:28,265
7-12-21 13:50,636
7-12-21 20:36,105
7-13-21 1:01,241
7-13-21 13:09,2834
7-13-21 13:23,1969
7-13-21 13:51,73
7-13-21 14:16,510
7-13-21 14:28,750
7-13-21 15:16,245
7-13-21 19:26,140
7-13-21 19:39,127
7-13-21 19:46,60
7-13-21 22:52,2775
7-14-21 7:11,210
7-14-21 11:07,337
7-14-21 11:14,213
7-14-21 11:45,295
7-14-21 15:21,201
7-14-21 15:39,282
7-14-21 21:32,210
7-14-21 21:53,294
7-14-21 23:34,211
7-15-21 8:52,205
7-15-21 11:29,600
7-15-21 13:03,567
7-15-21 13:28,751
7-15-21 16:13,386
7-15-21 16:40,342
7-15-21 16:49,204
7-15-21 17:03,252
7-16-21 7:26,259
7-16-21 9:29,385
7-16-21 11:55,278
7-16-21 12:29,516
7-16-21 17:06,214
7-16-21 19:07,603
7-17-21 10:20,339
7-17-21 10:36,327
7-17-21 11:27,229
7-17-21 14:05,165
7-17-21 15:28,861
7-17-21 16:19,2611
7-17-21 19:41,238
7-17-21 19:54,601
7-17-21 20:46,852
7-17-21 21:54,243
7-17-21 23:51,1073
7-18-21 9:37,1853
7-18-21 9:46,830
7-18-21 15:59,327
7-18-21 17:14,206
7-18-21 17:29,70
7-19-21 1:46,206
7-19-21 8:29,223
7-19-21 10:48,204
7-19-21 12:54,520
7-19-21 14:52,204
7-19-21 16:33,200
7-19-21 17:09,575
7-19-21 19:40,204
7-19-21 21:41,201
7-19-21 21:52,200
7-19-21 23:25,752
7-20-21 9:27,834
7-20-21 14:12,319
7-20-21 14:24,237
7-20-21 14:29,246
7-20-21 18:27,1800
7-20-21 20:22,285
7-21-21 10:02,314
7-21-21 12:17,936
7-21-21 15:22,203
7-21-21 16:17,255
7-21-21 17:24,526
7-21-21 17:59,1299
7-21-21 18:15,405
7-21-21 18:24,608
7-21-21 23:33,218
7-22-21 11:45,3513
7-22-21 12:52,275
7-22-21 13:07,217
7-22-21 13:40,351
7-22-21 15:02,345
7-22-21 15:20,348
7-22-21 16:43,385
7-22-21 16:46,385
7-22-21 19:11,208
7-22-21 19:15,335
7-22-21 20:31,686
7-22-21 21:00,675
7-22-21 22:28,280
7-22-21 23:20,968
7-22-21 23:22,703
7-23-21 7:59,784
7-23-21 19:00,376
7-23-21 21:31,208
7-24-21 1:33,340
7-24-21 10:38,405
7-24-21 10:58,887
7-24-21 11:19,715
7-24-21 12:16,291
7-24-21 13:04,362
7-24-21 14:25,272
7-24-21 18:14,513
7-24-21 19:56,218
7-24-21 20:55,446
7-24-21 21:12,303
7-24-21 23:31,1699
7-25-21 8:28,455
7-25-21 9:49,740
7-25-21 10:20,1046
7-25-21 10:58,200
7-25-21 12:21,377
7-25-21 21:05,227
7-25-21 22:39,287
7-25-21 22:57,230
7-26-21 8:17,255
7-26-21 11:29,575
7-26-21 14:30,286
7-26-21 14:35,315
7-26-21 14:53,454
7-26-21 18:59,204
7-26-21 19:54,262
7-26-21 20:04,4331
7-26-21 21:17,1472
7-26-21 22:27,323
7-26-21 23:24,382
7-27-21 12:34,777
7-27-21 13:10,210
7-27-21 18:11,413
7-27-21 18:15,684
7-27-21 18:53,753
7-27-21 19:19,320
7-27-21 19:23,462
7-27-21 21:02,244
7-27-21 22:03,90
7-27-21 23:01,208
7-28-21 7:52,588
7-28-21 8:43,119
7-28-21 8:54,556
7-28-21 10:14,219
7-28-21 10:24,262
7-28-21 11:40,548
7-28-21 11:42,782
7-28-21 17:23,1793
7-28-21 19:50,1058
7-28-21 20:28,100
7-28-21 21:57,547
7-28-21 22:44,950
7-29-21 11:09,209
7-29-21 12:22,592
7-29-21 16:24,183
7-29-21 16:28,257
7-29-21 17:09,355
7-29-21 20:28,230
7-30-21 8:47,361
7-30-21 10:20,786
7-30-21 12:28,257
7-30-21 12:37,434
7-30-21 19:48,491
7-30-21 20:38,335
7-31-21 8:43,210
7-31-21 11:55,351
7-31-21 12:12,1803
7-31-21 12:21,691
7-31-21 13:50,400
7-31-21 15:07,972
7-31-21 16:26,1443
7-31-21 18:41,952
7-31-21 19:02,349
8-1-21 10:54,664
8-1-21 18:51,468
8-1-21 21:55,1630
8-1-21 22:55,224
8-2-21 0:40,959
8-2-21 10:14,502
8-2-21 12:42,440
8-2-21 13:13,342
8-2-21 14:02,609
8-2-21 15:00,206
8-2-21 18:38,501
8-3-21 8:27,201
8-3-21 10:28,206
8-3-21 11:26,261
8-3-21 11:48,347
8-3-21 12:32,761
8-3-21 12:39,461
8-3-21 12:42,3208
8-3-21 12:42,262
8-3-21 12:45,410
8-3-21 13:21,206
8-3-21 13:29,652
8-3-21 16:17,411
8-3-21 22:09,2594
8-4-21 11:02,321
8-4-21 11:37,309
8-4-21 11:39,282
8-4-21 12:03,199
8-4-21 13:00,80
8-4-21 13:43,265
8-4-21 14:01,219
8-4-21 17:08,418
8-4-21 18:12,230
8-4-21 19:20,348
8-4-21 23:53,633
8-5-21 13:12,943
8-5-21 17:23,470
8-5-21 20:24,412
8-5-21 22:13,899
8-5-21 22:49,216
8-6-21 8:53,275
8-6-21 10:41,387
8-6-21 18:19,923
8-6-21 19:27,206
8-6-21 19:47,457
8-6-21 23:31,554
8-7-21 8:13,205
8-7-21 8:19,200
8-7-21 9:02,1877
8-7-21 11:19,203
8-7-21 11:24,215
8-7-21 12:30,255
8-7-21 13:41,207
8-7-21 15:49,1782
8-7-21 16:50,945
8-7-21 22:34,304
8-7-21 23:14,211
8-8-21 0:36,210
8-8-21 8:56,230
8-8-21 11:50,1340
8-8-21 16:51,263
8-8-21 18:42,329
8-8-21 19:13,200
8-8-21 19:16,503
8-9-21 3:12,209
8-9-21 10:12,663
8-9-21 10:30,215
8-9-21 10:55,309
8-9-21 12:19,661
8-9-21 18:36,290
8-10-21 0:26,196
8-10-21 1:04,162
8-10-21 2:03,81
8-10-21 2:22,65
8-10-21 12:18,124
8-10-21 13:09,209
8-10-21 13:49,265
8-10-21 15:19,212
8-10-21 16:54,206
8-10-21 20:00,283
8-10-21 21:10,668
8-10-21 23:24,500
8-11-21 8:57,561
8-11-21 10:48,426
8-11-21 12:22,201
8-11-21 12:43,225
8-11-21 13:34,288
8-11-21 22:53,294
8-11-21 23:56,162
8-12-21 13:32,494
8-12-21 18:07,258
8-12-21 20:42,412
8-12-21 21:51,379
8-12-21 22:41,373
8-12-21 22:47,383
8-13-21 0:34,660
8-13-21 12:38,213
8-13-21 14:13,124
8-13-21 21:00,332
8-14-21 8:37,403
8-14-21 9:17,405
8-14-21 10:04,1250
8-14-21 11:44,184
8-14-21 13:42,891
8-14-21 14:28,362
8-14-21 16:58,288
8-14-21 18:54,550
8-15-21 0:16,834
8-15-21 9:40,336
8-15-21 9:42,476
8-15-21 11:07,2109
8-15-21 17:31,318
8-15-21 18:51,538
8-15-21 21:59,1667
8-15-21 22:22,149
8-15-21 22:24,558
8-15-21 22:25,204
8-16-21 9:57,282
8-16-21 12:13,366
8-16-21 12:45,206
8-16-21 17:12,500
8-16-21 17:54,434
8-16-21 19:42,103
8-17-21 0:52,250
8-17-21 11:07,1571
8-17-21 16:45,204
8-18-21 8:37,541
8-18-21 9:05,379
8-18-21 11:35,501
8-18-21 16:11,258
8-19-21 10:26,204
8-19-21 14:09,264
8-19-21 14:52,136
8-19-21 14:54,379
8-19-21 14:58,663
8-19-21 17:32,220
8-19-21 19:47,500
8-19-21 21:31,407
8-19-21 21:53,218
8-19-21 22:42,215
8-19-21 23:12,214
8-20-21 0:49,243
8-20-21 10:14,605
8-20-21 12:19,105
8-20-21 14:12,548
8-20-21 16:38,205
8-20-21 18:12,210
8-20-21 22:15,309
8-20-21 23:12,261
8-21-21 1:14,275
8-21-21 10:39,249
8-21-21 12:26,395
8-21-21 14:12,253
8-21-21 15:23,211
8-21-21 17:41,160
8-21-21 20:10,878
8-22-21 19:11,261
8-23-21 11:57,212
8-23-21 12:41,225
8-23-21 12:52,287
8-23-21 14:33,395
8-23-21 16:26,283
8-23-21 19:17,260
8-23-21 23:30,218
8-24-21 7:23,407
8-24-21 9:10,202
8-24-21 9:59,259
8-24-21 11:10,504
8-24-21 12:38,173
8-24-21 20:17,544
8-24-21 22:23,906
8-24-21 23:10,304
8-24-21 23:12,784
8-25-21 9:02,252
8-25-21 14:16,591
8-25-21 14:26,538
8-25-21 16:29,463
8-25-21 17:50,362
8-25-21 20:16,439
8-25-21 21:12,658
8-25-21 21:19,942
8-25-21 22:15,239
8-25-21 23:55,419
8-26-21 0:53,160
8-26-21 1:20,873
8-26-21 11:45,212
8-26-21 13:14,728
8-26-21 19:03,208
8-26-21 19:43,360
8-26-21 22:18,315
8-27-21 8:06,631
8-27-21 11:29,1770
8-27-21 12:11,205
8-27-21 18:00,240
8-27-21 20:19,357
8-27-21 22:52,532
8-27-21 23:48,96
8-28-21 8:46,602
8-28-21 14:09,219
8-28-21 21:21,429
8-29-21 6:37,429
8-29-21 9:51,284
8-29-21 12:23,210
8-29-21 14:00,573
8-29-21 14:34,214
8-29-21 18:11,2061
8-29-21 18:49,297
8-29-21 20:42,338
8-29-21 23:09,726
8-30-21 9:24,204
8-30-21 15:24,170
8-30-21 17:29,584
8-30-21 21:30,342
8-30-21 21:31,248
8-30-21 21:40,248
8-31-21 0:58,1200
8-31-21 8:29,532
8-31-21 11:01,712
8-31-21 11:08,55
8-31-21 11:40,1515
8-31-21 12:21,341
8-31-21 12:24,459
8-31-21 12:30,250
8-31-21 13:53,563
8-31-21 14:52,286
8-31-21 15:26,368
8-31-21 17:10,558
8-31-21 21:49,3524
8-31-21 21:51,252
9-1-21 9:44,207
9-1-21 23:20,463
9-1-21 23:25,844
9-2-21 12:42,203
9-2-21 14:51,1303
9-2-21 17:04,272
9-2-21 17:56,344
9-2-21 18:29,205
9-2-21 21:52,248
9-3-21 10:15,208
9-3-21 12:08,222
9-3-21 15:25,3194
9-3-21 15:35,275
9-3-21 16:10,204
9-3-21 16:20,208
9-3-21 18:39,352
9-3-21 21:59,504
9-4-21 10:31,481
9-4-21 10:34,305
9-4-21 13:40,432
9-4-21 16:40,774
9-4-21 20:07,546
9-4-21 21:24,1207
9-5-21 15:09,649
9-5-21 21:05,406
9-5-21 21:35,519
9-5-21 21:40,521
9-6-21 13:57,258
9-6-21 15:41,630
9-6-21 15:50,454
9-6-21 16:26,5882
9-6-21 17:36,526
9-6-21 23:26,350
9-7-21 10:17,211
9-7-21 13:08,212
9-7-21 14:27,206
9-7-21 18:15,234
9-7-21 21:54,99
9-7-21 22:08,431
9-8-21 0:08,99
9-8-21 8:00,206
9-8-21 8:48,1145
9-8-21 9:49,548
9-8-21 10:54,816
9-8-21 11:11,329
9-8-21 12:48,457
9-8-21 13:32,768
9-8-21 16:01,256
9-8-21 19:10,211
